    （000001）华夏成长 | 基金吧 | 档案
    （004061）华夏鼎隆债券A | 基金吧 | 档案
    （004062）华夏鼎隆债券C | 基金吧 | 档案
    （004063）华夏恒融一年定开债 | 基金吧 | 档案
    （004064）交银瑞利定期开放灵活配置混 | 基金吧 | 档案
    （004065）中融量化多因子混合 | 基金吧 | 档案
    （004066）嘉实稳熙纯债债券 | 基金吧 | 档案
    （004067）中融鑫回报混合A | 基金吧 | 档案
    （004068）中融鑫回报混合C | 基金吧 | 档案
    （004069）南方中证全指证券ETF联接 | 基金吧 | 档案
    （004070）南方中证全指证券ETF联接 | 基金吧 | 档案
    （004072）金元顺安金通宝货币A | 基金吧 | 档案
    （004073）金元顺安金通宝货币B | 基金吧 | 档案
    （004074）交银瑞安定期开放灵活配置混合 | 基金吧 | 档案
    （004075）交银医药创新股票 | 基金吧 | 档案
    （004076）国联安锐意成长混合 | 基金吧 | 档案
    （004077）金信民发货币A | 基金吧 | 档案
    （004078）金信民发货币B | 基金吧 | 档案
    （004079）万家鑫丰纯债A | 基金吧 | 档案
    （004080）万家鑫丰纯债C | 基金吧 | 档案
    （004081）国联安鑫乾混合A | 基金吧 | 档案
    （004082）国联安鑫乾混合C | 基金吧 | 档案
    （004083）国联安鑫隆混合A | 基金吧 | 档案
    （004084）国联安鑫隆混合C | 基金吧 | 档案
    （004085）工银国债(7-10年)指数A | 基金吧 | 档案
    （004086）工银国债(7-10年)指数C | 基金吧 | 档案
    （004087）银华添润定期开放债券 | 基金吧 | 档案
    （004089）汇添富鑫瑞债券A | 基金吧 | 档案
    （004090）汇添富鑫瑞债券C | 基金吧 | 档案
    （004091）博时沪港深价值优选A | 基金吧 | 档案
    （004092）博时沪港深价值优选C | 基金吧 | 档案
    （004093）金元顺安桉盛债券 | 基金吧 | 档案
    （004094）招商丰诚灵活混合A | 基金吧 | 档案
    （004095）招商丰诚灵活混合C | 基金吧 | 档案
    （004096）鹏华兴康定期开放混合 | 基金吧 | 档案
    （004097）农银汇理日日鑫交易型货币A | 基金吧 | 档案
    （004100）鹏华安益增强混合 | 基金吧 | 档案
    （004102）信诚稳悦债券A | 基金吧 | 档案
    （004103）信诚稳悦债券C | 基金吧 | 档案
    （004104）信诚稳鑫A | 基金吧 | 档案
    （004105）信诚稳鑫C | 基金吧 | 档案
    （004106）信诚稳丰A | 基金吧 | 档案
    （004107）信诚稳丰C | 基金吧 | 档案
    （004108）信诚稳泰A | 基金吧 | 档案
    （004109）信诚稳泰C | 基金吧 | 档案
    （004112）创金合信国企活力混合 | 基金吧 | 档案
    （004113）华泰柏瑞泰利混合A | 基金吧 | 档案
    （004114）华泰柏瑞泰利混合C | 基金吧 | 档案
    （004115）嘉实新添程混合 | 基金吧 | 档案
    （004116）嘉实新添瑞混合 | 基金吧 | 档案
    （004117）大成惠祥定开纯债债券 | 基金吧 | 档案
    （004118）博时裕鹏纯债债券 | 基金吧 | 档案
    （004119）广发创新驱动灵活配置混合 | 基金吧 | 档案
    （004121）华福现金添利 | 基金吧 | 档案
    （004122）华福长益定开债 | 基金吧 | 档案
    （004123）华福长盈定开债 | 基金吧 | 档案
    （004124）民生加银鑫升纯债 | 基金吧 | 档案
    （004126）浦银安盛稳健增利债券A | 基金吧 | 档案
    （004127）鹏华丰康债券 | 基金吧 | 档案
    （004129）国联安鑫汇混合A | 基金吧 | 档案
    （004130）国联安鑫汇混合C | 基金吧 | 档案
    （004131）国联安鑫发混合A | 基金吧 | 档案
    （004132）国联安鑫发混合C | 基金吧 | 档案
    （004133）中航航行宝货币 | 基金吧 | 档案
    （004134）农银金安18个月定开债 | 基金吧 | 档案
    （004135）申万菱信量化成长混合 | 基金吧 | 档案
    （004136）博时民泽纯债债券 | 基金吧 | 档案
    （004137）博时合惠货币 | 基金吧 | 档案
    （004138）上银鑫达混合 | 基金吧 | 档案
    （004139）中邮军民融合灵活配置混合 | 基金吧 | 档案
    （004140）兴业福鑫债券 | 基金吧 | 档案
    （004141）兴业瑞丰6个月定开债 | 基金吧 | 档案
    （004142）招商盛合灵活混合A | 基金吧 | 档案
    （004143）招商盛合灵活混合C | 基金吧 | 档案
    （004144）上投安丰回报A | 基金吧 | 档案
    （004145）上投安丰回报C | 基金吧 | 档案
    （004146）上投安泽回报混合A | 基金吧 | 档案
    （004147）上投安泽回报混合C | 基金吧 | 档案
    （004148）圆信永丰多策略 | 基金吧 | 档案
    （004149）博时鑫惠混合A | 基金吧 | 档案
    （004150）博时鑫惠混合C | 基金吧 | 档案
    （004153）信诚新悦回报灵活配置混合A | 基金吧 | 档案
    （004154）信诚新悦回报灵活配置混合B | 基金吧 | 档案
    （004155）信诚至泰灵活配置混合A | 基金吧 | 档案
    （004156）信诚至泰灵活配置混合C | 基金吧 | 档案
    （004157）信诚至诚灵活配置混合A | 基金吧 | 档案
    （004158）信诚至诚灵活配置混合B | 基金吧 | 档案
    （004159）中欧天启债券A | 基金吧 | 档案
    （004160）中欧天启债券C | 基金吧 | 档案
    （004165）北信瑞丰增强回报 | 基金吧 | 档案
    （004167）安信活期宝货币B | 基金吧 | 档案
    （004168）博时富嘉纯债债券 | 基金吧 | 档案
    （004169）万家现金增利货币A | 基金吧 | 档案
    （004170）万家现金增利货币B | 基金吧 | 档案
    （004171）信诚永益一年定开混合A | 基金吧 | 档案
    （004172）信诚永益一年定开混合C | 基金吧 | 档案
    （004173）嘉实增益宝货币 | 基金吧 | 档案
    （004175）博时鑫泰混合A | 基金吧 | 档案
    （004176）博时鑫泰混合C | 基金吧 | 档案
    （004177）平安大华惠裕C | 基金吧 | 档案
    （004178）圆信永丰丰润货币A | 基金吧 | 档案
    （004179）圆信永丰丰润货币B | 基金吧 | 档案
    （004180）南方宏元债券A | 基金吧 | 档案
    （004181）南方宏元债券C | 基金吧 | 档案
    （004189）华商民营活力灵活配置混合 | 基金吧 | 档案
    （004190）招商沪深300指数增强A | 基金吧 | 档案
    （004191）招商沪深300指数增强C | 基金吧 | 档案
    （004192）招商中证500指数A | 基金吧 | 档案
    （004193）招商中证500指数C | 基金吧 | 档案
    （004194）招商中证1000指数增强A | 基金吧 | 档案
    （004195）招商中证1000指数增强C | 基金吧 | 档案
    （004198）华富天益货币A | 基金吧 | 档案
    （004199）华富天益货币B | 基金吧 | 档案
    （004200）博时富瑞纯债债券 | 基金吧 | 档案
    （004201）华夏财富宝货币B | 基金吧 | 档案
    （004203）上投摩根岁岁金定开债A | 基金吧 | 档案
    （004204）上投摩根岁岁金定开债C | 基金吧 | 档案
    （004206）华商元亨灵活配置混合 | 基金吧 | 档案
    （004207）交银启通灵活配置混合A | 基金吧 | 档案
    （004208）交银启通灵活配置混合C | 基金吧 | 档案
    （004209）大成智惠量化多策略混合 | 基金吧 | 档案
    （004210）前海开源货币E | 基金吧 | 档案
    （004212）中融量化智选混合 | 基金吧 | 档案
    （004213）中欧骏益货币 | 基金吧 | 档案
    （004214）方正富邦鑫利宝货币A | 基金吧 | 档案
    （004215）方正富邦鑫利宝货币B | 基金吧 | 档案
    （004216）兴业安润货币A | 基金吧 | 档案
    （004217）兴业安润货币B | 基金吧 | 档案
    （004218）前海开源裕和定期开放混合 | 基金吧 | 档案
    （004219）中海添顺定期开放混合 | 基金吧 | 档案
    （004220）长信纯债壹号债券C | 基金吧 | 档案
    （004221）长信量化先锋混合C | 基金吧 | 档案
    （004224）南方军工改革灵活配置混合 | 基金吧 | 档案
    （004225）国寿安保稳诚混合A | 基金吧 | 档案
    （004226）国寿安保稳诚混合C | 基金吧 | 档案
    （004229）鹏华新能源产业混合 | 基金吧 | 档案
    （004230）永赢添益债券 | 基金吧 | 档案
    （004231）中欧行业成长混合(LOF)C | 基金吧 | 档案
    （004232）中欧价值发现混合C | 基金吧 | 档案
    （004233）中欧盛世成长混合(LOF)C | 基金吧 | 档案
    （004234）中欧数据挖掘混合C | 基金吧 | 档案
    （004235）中欧价值智选混合C | 基金吧 | 档案
    （004236）中欧新动力混合(LOF)C | 基金吧 | 档案
    （004237）中欧新蓝筹混合C | 基金吧 | 档案
    （004238）永赢瑞益债券 | 基金吧 | 档案
    （004241）中欧时代先锋股票C | 基金吧 | 档案
    （004242）兴业增益三年定开债券 | 基金吧 | 档案
    （004243）广发道琼斯石油指数C | 基金吧 | 档案
    （004244）东方周期优选灵活配置混合 | 基金吧 | 档案
    （004246）德邦锐乾债券A | 基金吧 | 档案
    （004247）德邦锐乾债券C | 基金吧 | 档案
    （004248）华宝新动力混合 | 基金吧 | 档案
    （004249）安信中国制造2025混合 | 基金吧 | 档案
    （004251）华夏惠利货币B | 基金吧 | 档案
    （004252）国泰安益灵活配置混合C | 基金吧 | 档案
    （004254）民生加银汇鑫一年定开债A | 基金吧 | 档案
    （004255）民生加银汇鑫一年定开债C | 基金吧 | 档案
    （004256）民生加银汇鑫一年定开债D | 基金吧 | 档案
    （004258）国寿安保稳嘉混合A | 基金吧 | 档案
    （004259）国寿安保稳嘉混合C | 基金吧 | 档案
    （004260）德邦稳盈增长灵活配置混合 | 基金吧 | 档案
    （004261）招商招禧宝货币A | 基金吧 | 档案
    （004262）招商招禧宝货币B | 基金吧 | 档案
    （004264）海富通瑞合纯债 | 基金吧 | 档案
    （004266）招商沪港深科技创新混合 | 基金吧 | 档案
    （004267）金鹰持久增利债券(LOF) | 基金吧 | 档案
    （004268）中信建投睿康A | 基金吧 | 档案
    （004269）中信建投睿康C | 基金吧 | 档案
    （004276）浦银安和回报定开混合A | 基金吧 | 档案
    （004277）浦银安和回报定开混合C | 基金吧 | 档案
    （004279）国寿安保稳荣混合A | 基金吧 | 档案
    （004280）国寿安保稳荣混合C | 基金吧 | 档案
    （004281）华宝新回报一年定开混合 | 基金吧 | 档案
    （004282）博时兴荣货币 | 基金吧 | 档案
    （004283）中欧达安一年定开混合 | 基金吧 | 档案
    （004284）华宝新优选定开混合 | 基金吧 | 档案
    （004285）华富天盈货币A | 基金吧 | 档案
    （004286）华富天盈货币B | 基金吧 | 档案
    （004287）国投瑞银安颐多策略混合 | 基金吧 | 档案
    （004289）博时新财富混合C | 基金吧 | 档案
    （004292）鹏华沪深港互联网股票 | 基金吧 | 档案
    （004295）中欧天尚定开债券A | 基金吧 | 档案
    （004296）中欧天尚定开债券C | 基金吧 | 档案
    （004297）长盛盛淳灵活配置混合A | 基金吧 | 档案
    （004298）长盛盛淳灵活配置混合C | 基金吧 | 档案
    （004299）长盛盛泽混合A | 基金吧 | 档案
    （004300）长盛盛泽混合C | 基金吧 | 档案
    （004301）国寿安保稳信混合A | 基金吧 | 档案
    （004302）国寿安保稳信混合C | 基金吧 | 档案
    （004303）长盛盛德灵活配置混合A | 基金吧 | 档案
    （004304）长盛盛德灵活配置混合C | 基金吧 | 档案
    （004305）长盛盛禧灵活配置混合A | 基金吧 | 档案
    （004306）长盛盛禧灵活配置混合C | 基金吧 | 档案
    （004307）博时富元纯债债券 | 基金吧 | 档案
    （004308）长盛盛享灵活配置混合A | 基金吧 | 档案
    （004309）长盛盛享灵活配置混合C | 基金吧 | 档案
    （004310）长盛盛瑞灵活配置混合A | 基金吧 | 档案
    （004311）长盛盛瑞灵活配置混合C | 基金吧 | 档案
    （004312）长盛盛兴混合A | 基金吧 | 档案
    （004313）长盛盛兴混合C | 基金吧 | 档案
    （004314）前海开源沪港深新硬件A | 基金吧 | 档案
    （004315）前海开源沪港深新硬件C | 基金吧 | 档案
    （004316）前海开源沪港深裕鑫A | 基金吧 | 档案
    （004317）前海开源沪港深裕鑫C | 基金吧 | 档案
    （004318）国寿安保尊裕优化回报债券A | 基金吧 | 档案
    （004319）国寿安保尊裕优化回报债券C | 基金吧 | 档案
    （004320）前海开源沪港深乐享生活 | 基金吧 | 档案
    （004321）前海开源沪港深强国产业混合 | 基金吧 | 档案
    （004322）创金合信尊隆纯债 | 基金吧 | 档案
    （004323）博时富海纯债 | 基金吧 | 档案
    （004326）国联安鑫怡混合A | 基金吧 | 档案
    （004327）国联安鑫怡混合C | 基金吧 | 档案
    （004328）信诚永鑫定开混合A | 基金吧 | 档案
    （004329）信诚永鑫定开混合C | 基金吧 | 档案
    （004330）太平日日鑫货币A | 基金吧 | 档案
    （004331）太平日日鑫货币B | 基金吧 | 档案
    （004332）恒生沪港深新兴产业精选混合 | 基金吧 | 档案
    （004333）金鹰元盛债券型发起式E | 基金吧 | 档案
    （004334）博时广利纯债 | 基金吧 | 档案
    （004335）华宝新飞跃灵活配置混合 | 基金吧 | 档案
    （004336）长盛盛乾灵活配置混合A | 基金吧 | 档案
    （004337）长盛盛乾灵活配置混合C | 基金吧 | 档案
    （004338）长盛盛弘灵活配置混合A | 基金吧 | 档案
    （004339）长盛盛弘灵活配置混合C | 基金吧 | 档案
    （004341）农银汇理尖端科技混合 | 基金吧 | 档案
    （004342）南方开元沪深300ETF联 | 基金吧 | 档案
    （004343）南方创业板ETF联接C | 基金吧 | 档案
    （004344）南方大数据100C | 基金吧 | 档案
    （004345）南方深证成份ETF联接C | 基金吧 | 档案
    （004346）南方小康ETF联接C | 基金吧 | 档案
    （004347）南方中证500信息技术联接 | 基金吧 | 档案
    （004348）南方中证500ETF联接C | 基金吧 | 档案
    （004353）嘉实新添华定期混合 | 基金吧 | 档案
    （004357）南方智慧混合 | 基金吧 | 档案
    （004358）华泰柏瑞国企改革混合 | 基金吧 | 档案
    （004359）创金合信量化核心混合A | 基金吧 | 档案
    （004360）创金合信量化核心混合C | 基金吧 | 档案
    （004361）上投安通回报A | 基金吧 | 档案
    （004362）上投安通回报C | 基金吧 | 档案
    （004363）东方臻悦纯债债券A | 基金吧 | 档案
    （004364）东方臻悦纯债债券C | 基金吧 | 档案
    （004366）博时汇享纯债债券A | 基金吧 | 档案
    （004367）博时汇享纯债债券C | 基金吧 | 档案
    （004368）前海开源聚财宝A | 基金吧 | 档案
    （004369）前海开源聚财宝B | 基金吧 | 档案
    （004372）金鹰增益货币A | 基金吧 | 档案
    （004373）金鹰增益货币B | 基金吧 | 档案
    （004374）华泰保兴吉年丰混合发起A | 基金吧 | 档案
    （004375）华泰保兴吉年丰混合发起C | 基金吧 | 档案
    （004378）信诚永丰定开混合A | 基金吧 | 档案
    （004379）信诚永丰定开混合C | 基金吧 | 档案
    （004380）信诚永利一年定开混合A | 基金吧 | 档案
    （004381）信诚永利一年定开混合C | 基金吧 | 档案
    （004383）平安大华添益债券A | 基金吧 | 档案
    （004384）平安大华添益债券C | 基金吧 | 档案
    （004385）中金新安灵活配置混合 | 基金吧 | 档案
    （004386）广发汇安18个月定开债A | 基金吧 | 档案
    （004387）广发汇安18个月定开债C | 基金吧 | 档案
    （004388）鹏华丰享债券 | 基金吧 | 档案
    （004389）大成惠明定开纯债债券 | 基金吧 | 档案
    （004390）平安大华转型创新混合A | 基金吧 | 档案
    （004391）平安大华转型创新混合C | 基金吧 | 档案
    （004392）工银瑞利两年封闭债券 | 基金吧 | 档案
    （004393）安信合作创新灵活配置混合 | 基金吧 | 档案
    （004395）国富恒通纯债债券 | 基金吧 | 档案
    （004396）中银文体娱乐混合 | 基金吧 | 档案
    （004398）融通现金宝货币B | 基金吧 | 档案
    （004399）融通汇财宝货币E | 基金吧 | 档案
    （004400）金信民兴债券A | 基金吧 | 档案
    （004401）金信民兴债券C | 基金吧 | 档案
    （004407）招商上证消费80ETF联接C | 基金吧 | 档案
    （004408）招商深证100指数C | 基金吧 | 档案
    （004409）招商深证TMT50ETF联 | 基金吧 | 档案
    （004410）招商央视财经50指数C | 基金吧 | 档案
    （004411）申万菱信臻选6个月定期开放 | 基金吧 | 档案
    （004412）申万菱信智选一年定开 | 基金吧 | 档案
    （004413）建信民丰回报混合 | 基金吧 | 档案
    （004414）泰达宏利京天宝货币A | 基金吧 | 档案
    （004415）泰达宏利京天宝货币B | 基金吧 | 档案
    （004419）汇添富美元债债券人民币A | 基金吧 | 档案
    （004420）汇添富美元债债券人民币C | 基金吧 | 档案
    （004421）汇添富美元债债券美元现汇A | 基金吧 | 档案
    （004422）汇添富美元债债券美元现汇C | 基金吧 | 档案
    （004425）德邦锐祺债券A | 基金吧 | 档案
    （004426）德邦锐祺债券C | 基金吧 | 档案
    （004434）博时逆向投资混合A | 基金吧 | 档案
    （004435）博时逆向投资混合C | 基金吧 | 档案
    （004436）添富年年泰定开混合A | 基金吧 | 档案
    （004437）添富年年泰定开混合C | 基金吧 | 档案
    （004438）鹏华永安定期开放债券 | 基金吧 | 档案
    （004441）富荣富兴纯债 | 基金吧 | 档案
    （004442）中欧康裕混合A | 基金吧 | 档案
    （004445）鹏华丰嘉债券 | 基金吧 | 档案
    （004448）博时汇智回报灵活配置混合 | 基金吧 | 档案
    （004449）上银慧增利货币 | 基金吧 | 档案
    （004451）汇添富年年丰定开混合A | 基金吧 | 档案
    （004452）汇添富年年丰定开混合C | 基金吧 | 档案
    （004453）前海开源盈鑫A | 基金吧 | 档案
    （004454）前海开源盈鑫C | 基金吧 | 档案
    （004455）中欧康裕混合C | 基金吧 | 档案
    （004456）华福消费新趋势灵活配置 | 基金吧 | 档案
    （004458）博时华盈纯债债券 | 基金吧 | 档案
    （004459）鑫元瑞利债券 | 基金吧 | 档案
    （004463）鹏华丰玉债券 | 基金吧 | 档案
    （004464）万家玖盛9个月定开债A | 基金吧 | 档案
    （004465）万家玖盛9个月定开债C | 基金吧 | 档案
    （004469）汇添富鑫益定开债A | 基金吧 | 档案
    （004470）汇添富鑫益定开债C | 基金吧 | 档案
    （004473）前海开源尊享货币A | 基金吧 | 档案
    （004474）前海开源尊享货币B | 基金吧 | 档案
    （004477）嘉实沪港深回报混合 | 基金吧 | 档案
    （020001）国泰金鹰增长灵活配置 | 基金吧 | 档案
    （020002）国泰金龙债券A | 基金吧 | 档案
    （020003）国泰金龙行业精选 | 基金吧 | 档案
    （020005）国泰金马稳健 | 基金吧 | 档案
    （020007）国泰货币 | 基金吧 | 档案
    （020009）国泰金鹏蓝筹 | 基金吧 | 档案
    （020010）国泰金牛创新成长混合 | 基金吧 | 档案
    （020011）国泰沪深300 | 基金吧 | 档案
    （020012）国泰金龙债券C | 基金吧 | 档案
    （020015）国泰区位优势混合 | 基金吧 | 档案
    （020018）国泰金鹿保本混合 | 基金吧 | 档案
    （020019）国泰双利债券A | 基金吧 | 档案
    （020020）国泰双利债券C | 基金吧 | 档案
    （020021）国泰上证180金融联接 | 基金吧 | 档案
    （020022）国泰保本 | 基金吧 | 档案
    （020023）国泰事件驱动策略混合 | 基金吧 | 档案
    （020026）国泰成长优选混合 | 基金吧 | 档案
    （020027）国泰信用债券A | 基金吧 | 档案
    （020028）国泰信用债券C | 基金吧 | 档案
    （020029）国泰创利债券 | 基金吧 | 档案
    （020031）国泰现金管理货币A | 基金吧 | 档案
    （020032）国泰现金管理货币B | 基金吧 | 档案
    （020033）国泰民安增利债券A | 基金吧 | 档案
    （020034）国泰民安增利债券C | 基金吧 | 档案
    （020035）国泰上证5年期国债联接A | 基金吧 | 档案
    （020036）国泰上证5年期国债联接C | 基金吧 | 档案
    （020037）国泰现金管理货币R | 基金吧 | 档案
    （040001）华安创新 | 基金吧 | 档案
    （040002）华安中国A股增强指数 | 基金吧 | 档案
    （040003）华安现金富利货币A | 基金吧 | 档案
    （040004）华安宝利配置 | 基金吧 | 档案
    （040005）华安宏利混合 | 基金吧 | 档案
    （040007）华安中小盘成长混合 | 基金吧 | 档案
    （040008）华安策略优选混合 | 基金吧 | 档案
    （040009）华安稳定债券A | 基金吧 | 档案
    （040010）华安稳定债券B | 基金吧 | 档案
    （040011）华安核心优选混合 | 基金吧 | 档案
    （040012）华安强化债券A | 基金吧 | 档案
    （040013）华安强化债券B | 基金吧 | 档案
    （040015）华安动态灵活配置 | 基金吧 | 档案
    （040016）华安行业轮动混合 | 基金吧 | 档案
    （040018）华安香港精选 | 基金吧 | 档案
    （040019）华安稳固收益债券C | 基金吧 | 档案
    （040020）华安升级主题混合 | 基金吧 | 档案
    （040021）华安大中华升级 | 基金吧 | 档案
    （040022）华安可转债债券A | 基金吧 | 档案
    （040023）华安可转债债券B | 基金吧 | 档案
    （040025）华安科技动力混合 | 基金吧 | 档案
    （040026）华安信用四季红债券 | 基金吧 | 档案
    （040028）华安月月鑫短期理财债券A | 基金吧 | 档案
    （040029）华安月月鑫短期理财债券B | 基金吧 | 档案
    （040030）华安季季鑫短期理财债券A | 基金吧 | 档案
    （040031）华安季季鑫短期理财债券B | 基金吧 | 档案
    （040033）华安月安鑫短期理财债券A | 基金吧 | 档案
    （040034）华安月安鑫短期理财债券B | 基金吧 | 档案
    （040035）华安逆向策略混合 | 基金吧 | 档案
    （040036）华安安心收益债券A | 基金吧 | 档案
    （040037）华安安心收益债券B | 基金吧 | 档案
    （040038）华安日日鑫货币A | 基金吧 | 档案
    （040039）华安日日鑫货币B | 基金吧 | 档案
    （040040）华安纯债债券A | 基金吧 | 档案
    （040041）华安纯债债券C | 基金吧 | 档案
    （040045）华安信用增强债券 | 基金吧 | 档案
    （040046）华安纳斯达克100指数 | 基金吧 | 档案
    （040047）华安纳斯达克100指数现钞 | 基金吧 | 档案
    （040048）华安纳斯达克100指数现汇 | 基金吧 | 档案
    （040180）华安上证180联接 | 基金吧 | 档案
    （040190）华安上证龙头联接 | 基金吧 | 档案
    （041003）华安现金富利货币B | 基金吧 | 档案
    （050001）博时价值增长 | 基金吧 | 档案
    （050002）博时沪深300指数A | 基金吧 | 档案
    （050003）博时现金收益货币A | 基金吧 | 档案
    （050004）博时精选混合A | 基金吧 | 档案
    （050006）博时稳定价值债券B | 基金吧 | 档案
    （050007）博时平衡配置 | 基金吧 | 档案
    （050008）博时第三产业混合 | 基金吧 | 档案
    （050009）博时新兴成长混合 | 基金吧 | 档案
    （050010）博时特许价值混合A | 基金吧 | 档案
    （050011）博时信用债券A/B | 基金吧 | 档案
    （050012）博时策略配置 | 基金吧 | 档案
    （050013）博时上证超大盘联接 | 基金吧 | 档案
    （050014）博时创业成长混合A | 基金吧 | 档案
    （050015）博时大中华亚太精选股票 | 基金吧 | 档案
    （050016）博时宏观债券A/B | 基金吧 | 档案
    （050018）博时行业轮动混合 | 基金吧 | 档案
    （050019）博时转债增强债券A | 基金吧 | 档案
    （050020）博时抗通胀增强 | 基金吧 | 档案
    （050021）博时深证200联接 | 基金吧 | 档案
    （050022）博时回报灵活配置 | 基金吧 | 档案
    （050023）博时天颐债券A | 基金吧 | 档案
    （050024）博时上证自然资源联接 | 基金吧 | 档案
    （050025）博时标普500ETF联接 | 基金吧 | 档案
    （050026）博时医疗保健行业混合A | 基金吧 | 档案
    （050027）博时信用债纯债债券A | 基金吧 | 档案
    （050028）博时安心收益定期债券A | 基金吧 | 档案
    （050029）博时新机遇混合A | 基金吧 | 档案
    （050030）博时亚洲票息收益债券 | 基金吧 | 档案
    （050106）博时稳定价值债券A | 基金吧 | 档案
    （050111）博时信用债券C | 基金吧 | 档案
    （050116）博时宏观债券C | 基金吧 | 档案
    （050119）博时转债增强债券C | 基金吧 | 档案
    （050123）博时天颐债券C | 基金吧 | 档案
    （050128）博时安心收益定期债券C | 基金吧 | 档案
    （050201）博时价值增长二号 | 基金吧 | 档案
    （050202）博时亚洲票息收益债券现汇 | 基金吧 | 档案
    （050203）博时亚洲票息收益债券现钞 | 基金吧 | 档案
    （070001）嘉实成长收益混合A | 基金吧 | 档案
    （070002）嘉实增长 | 基金吧 | 档案
    （070003）嘉实稳健 | 基金吧 | 档案
    （070005）嘉实债券 | 基金吧 | 档案
    （070006）嘉实服务增值行业 | 基金吧 | 档案
    （070008）嘉实货币A | 基金吧 | 档案
    （070009）嘉实超短债债券 | 基金吧 | 档案
    （070010）嘉实主题精选 | 基金吧 | 档案
    （070011）嘉实策略增长 | 基金吧 | 档案
    （070012）嘉实海外中国股票混合 | 基金吧 | 档案
    （070013）嘉实研究精选混合A | 基金吧 | 档案
    （070015）嘉实多元债券A | 基金吧 | 档案
    （070016）嘉实多元债券B | 基金吧 | 档案
    （070017）嘉实量化阿尔法混合 | 基金吧 | 档案
    （070018）嘉实回报 | 基金吧 | 档案
    （070019）嘉实价值优势混合 | 基金吧 | 档案
    （070020）嘉实稳固债券 | 基金吧 | 档案
    （070021）嘉实主题新动力混合 | 基金吧 | 档案
    （070022）嘉实领先成长混合 | 基金吧 | 档案
    （070023）嘉实深证120联接 | 基金吧 | 档案
    （070025）嘉实信用债券A | 基金吧 | 档案
    （070026）嘉实信用债券C | 基金吧 | 档案
    （070027）嘉实周期优选混合 | 基金吧 | 档案
    （070028）嘉实安心货币市场A | 基金吧 | 档案
    （070029）嘉实安心货币市场B | 基金吧 | 档案
    （070030）嘉实中创400联接 | 基金吧 | 档案
    （070031）嘉实全球房地产 | 基金吧 | 档案
    （070032）嘉实优化红利混合 | 基金吧 | 档案
    （070033）嘉实增强收益定期债券A | 基金吧 | 档案
    （070035）嘉实理财宝7天债券A | 基金吧 | 档案
    （070036）嘉实理财宝7天债券B | 基金吧 | 档案
    （070037）嘉实纯债债券A | 基金吧 | 档案
    （070038）嘉实纯债债券C | 基金吧 | 档案
    （070088）嘉实货币B | 基金吧 | 档案
    （070099）嘉实优质企业混合 | 基金吧 | 档案
    （080001）长盛成长价值 | 基金吧 | 档案
    （080002）长盛创新先锋 | 基金吧 | 档案
    （080003）长盛积极配置债券 | 基金吧 | 档案
    （080005）长盛量化红利混合 | 基金吧 | 档案
    （080006）长盛环球行业混合(QDII) | 基金吧 | 档案
    （080007）长盛同鑫行业配置混合 | 基金吧 | 档案
    （080008）长盛战略新兴产业混合A | 基金吧 | 档案
    （080009）长盛同禧债券A | 基金吧 | 档案
    （080010）长盛同禧债券C | 基金吧 | 档案
    （080011）长盛货币 | 基金吧 | 档案
    （080012）长盛电子信息产业混合 | 基金吧 | 档案
    （080015）长盛中小盘精选混合 | 基金吧 | 档案
    （090001）大成价值增长 | 基金吧 | 档案
    （090002）大成债券A/B | 基金吧 | 档案
    （090003）大成蓝筹稳健 | 基金吧 | 档案
    （090004）大成精选增值 | 基金吧 | 档案
    （090005）大成货币A | 基金吧 | 档案
    （090006）大成2020生命周期 | 基金吧 | 档案
    （090007）大成策略回报混合 | 基金吧 | 档案
    （090008）大成强化收益定期开放债券 | 基金吧 | 档案
    （090009）大成行业轮动混合 | 基金吧 | 档案
    （090010）大成中证红利指数 | 基金吧 | 档案
    （090011）大成核心双动力混合 | 基金吧 | 档案
    （090012）大成深证成长40联接 | 基金吧 | 档案
    （090013）大成竞争优势混合 | 基金吧 | 档案
    （090015）大成内需增长混合 | 基金吧 | 档案
    （090016）大成消费主题混合 | 基金吧 | 档案
    （090017）大成可转债增强债券 | 基金吧 | 档案
    （090018）大成新锐产业混合 | 基金吧 | 档案
    （090019）大成景恒保本混合 | 基金吧 | 档案
    （090020）大成健康产业混合 | 基金吧 | 档案
    （090021）大成月添利债券A | 基金吧 | 档案
    （090022）大成现金增利货币A | 基金吧 | 档案
    （090023）大成月月盈短期理财债券A | 基金吧 | 档案
    （091005）大成货币B | 基金吧 | 档案
    （091021）大成月添利债券B | 基金吧 | 档案
    （091022）大成现金增利货币B | 基金吧 | 档案
    （091023）大成月月盈短期理财债券B | 基金吧 | 档案
    （092002）大成债券C | 基金吧 | 档案
    （096001）大成标普500 | 基金吧 | 档案
1 
    （100016）富国天源沪港深平衡混合 | 基金吧 | 档案
    （100018）富国天利增长债券 | 基金吧 | 档案
    （100020）富国天益价值混合 | 基金吧 | 档案
    （100022）富国天瑞强势 | 基金吧 | 档案
    （100025）富国天时货币A | 基金吧 | 档案
    （100026）富国天合稳健优选混合 | 基金吧 | 档案
    （100028）富国天时货币B | 基金吧 | 档案
    （100029）富国天成红利 | 基金吧 | 档案
    （100032）富国中证红利指数增强 | 基金吧 | 档案
    （100035）富国优化强债A/B | 基金吧 | 档案
